Prod	ProductCode	PlanDate	DecisionDate	PDD	Cash	Stock	Increase	StockSum
SH	SH600000	20000328	20000509	20000706	0.15	0	0	0
SH	SH600000	20020321	20020629	20020822	0.2	0	0.5	0.5
SH	SH600000	20030331	20030430	20030623	0.1	0	0	0
SH	SH600000	20040227	20040331	20040520	0.11	0	0	0
SH	SH600000	20050226	20050428	20050512	0.12	0	0	0
SH	SH600000	20060302	20060410	20060525	0.13	0	0	0
SH	SH600000	20070324	20070523	20070718	0.15	0	0	0
SH	SH600000	20080228	20080320	20080424	0.16	0.3	0	0.3
SH	SH600000	20090410	20090506	20090609	0.23	0.4	0	0.4
SH	SH600000	20100407	20100429	20100610	0.15	0.3	0	0.3
SH	SH600000	20110330	20110429	20110603	0.16	0.3	0	0.3
SH	SH600000	20120316	20120614	20120626	0.3	0	0	0
SH	SH600000	20130314	20130517	20130603	0.55	0	0	0
SH	SH600000	20140320	20140527	20140624	0.66	0	0	0
SH	SH600004	20040424	20040603	20040713	0.1	0	0	0
SH	SH600004	20050429	20050601	20050715	0.25	0	0	0
SH	SH600004	20060425	20060531	20060721	0.1	0	0	0
SH	SH600004	20070327	20070630	20070823	0.15	0	0	0
SH	SH600004	20080430	20080621	20080805	0.18	0	0	0
SH	SH600004	20090310	20090620	20090806	0.17	0	0	0
SH	SH600004	20100313	20100626	20100819	0.26	0	0	0
SH	SH600004	20110312	20110629	20110817	0.3	0	0	0
SH	SH600004	20120315	20120626	20120725	0.35	0	0	0
SH	SH600004	20130425	20130628	20130726	0.33	0	0	0
SH	SH600005	20000229	20000701	20000808	0.25	0	0	0
SH	SH600005	20010405	20010512	20010601	0.28	0	0	0
SH	SH600005	20020226	20020427	20020603	0.28	0	0	0
SH	SH600005	20030401	20030517	20030609	0.05	0.2	0	0.2
SH	SH600005	20040227	20040403	20040422	0.23	0	0	0
SH	SH600005	20040827	20040930	20041018	0	0	1	1
SH	SH600005	20050329	20050430	20050523	0.25	0	0	0
SH	SH600005	20060425	20060519	20060609	0.3	0	0	0
SH	SH600005	20070416	20070511	20070626	0.3	0	0	0
SH	SH600005	20080422	20080516	20080623	0.38	0	0	0
SH	SH600005	20090420	20090518	20090623	0.22	0	0	0
SH	SH600005	20100427	20100524	20100623	0.1	0	0	0
SH	SH600005	20110425	20110520	20110623	0.1	0	0	0
SH	SH600005	20120424	20120521	20120625	0.05	0	0	0
SH	SH600005	20130427	20130522	20130621	0.01	0	0	0
SH	SH600005	20140429	20140522	20140627	0.02	0	0	0
SH	SH600006	20000322	20000426	20000626	0.1	0	0	0
SH	SH600006	20010306	20010419	20010613	0.2	0	0	0
SH	SH600006	20010813	20010929	20011030	0.05	0	0	0
SH	SH600006	20020307	20020409	20020522	0.2	0	0	0
SH	SH600006	20030306	20030411	20030602	0.2	0	0	0
SH	SH600006	20040326	20040429	20040611	0.2	0.3	0.7	1
SH	SH600006	20050301	20050510	20050628	0.075	0	0	0
SH	SH600006	20060324	20060519	20060620	0.08	0	0	0
SH	SH600006	20070330	20070607	20070719	0.12	0	0	0
SH	SH600006	20080329	20080527	20080623	0.15	0	0	0
SH	SH600006	20090327	20090519	20090622	0.09	0	0	0
SH	SH600006	20100327	20100430	20100621	0.06	0	0	0
SH	SH600006	20110326	20110427	20110621	0.12	0	0	0
SH	SH600006	20120327	20120426	20120618	0.05	0	0	0
SH	SH600006	20130326	20130424	20130617	0.0033	0	0	0
SH	SH600006	20140328	20140424	20140620	0.0076	0	0	0
SH	SH600007	19990410	19990513	19990629	0.104	0	0	0
SH	SH600007	20000329	20000519	20000714	0.125	0	0	0
SH	SH600007	20010322	20010526	20010717	0.104	0	0	0
SH	SH600007	20020316	20020517	20020619	0.104	0	0	0
SH	SH600007	20030322	20030424	20030612	0.104	0	0	0
SH	SH600007	20040320	20040423	20040611	0.155	0	0	0
SH	SH600007	20050323	20050426	20050616	0.195	0	0	0
SH	SH600007	20060325	20060427	20060616	0.2	0	0	0
SH	SH600007	20070331	20070512	20070621	0.12	0	0	0
SH	SH600007	20080319	20080409	20080526	0.15	0	0	0
SH	SH600007	20090321	20090418	20090609	0.15	0	0	0
SH	SH600007	20100327	20100417	20100531	0.14	0	0	0
SH	SH600007	20110324	20110414	20110530	0.09	0	0	0
SH	SH600007	20120324	20120414	20120530	0.13	0	0	0
SH	SH600007	20130323	20130417	20130604	0.16	0	0	0
SH	SH600007	20140409	20140430	20140626	0.17	0	0	0
SH	SH600008	20010420	20010522	20010601	0.334	0	0	0
SH	SH600008	20020301	20020403	20020430	0.36	0	0	0
SH	SH600008	20030225	20030329	20030429	0.35	0	0	0
SH	SH600008	20040302	20040407	20040601	0.315	0	0	0
SH	SH600008	20050408	20050519	20050617	0.12	0	1	1
SH	SH600008	20060329	20060519	20060602	0.18	0	0	0
SH	SH600008	20070425	20070517	20070604	0.17	0	0	0
SH	SH600008	20080410	20080505	20080620	0.16	0	0	0
SH	SH600008	20090327	20090418	20090507	0.11	0	0	0
SH	SH600008	20100320	20100416	20100504	0.12	0	0	0
SH	SH600008	20110408	20110513	20110531	0.13	0	0	0
SH	SH600008	20120420	20120515	20120601	0.13	0	0	0
SH	SH600008	20130417	20130509	20130523	0.15	0	0	0
SH	SH600008	20140410	20140507	20140521	0.15	0	0	0
SH	SH600009	19981027	19981128	19981203	0	0	0.5	0.5
SH	SH600009	20010329	20010519	20010629	0.293	0	0	0
SH	SH600009	20020328	20020619	20020726	0.15	0	0	0
SH	SH600009	20030329	20030701	20030811	0.199	0	0	0
SH	SH600009	20030823	20031216	20031226	0	0.3	0	0.3
SH	SH600009	20040327	20040630	20040722	0.096	0	0	0
SH	SH600009	20050301	20050405	20050523	0.1	0	0	0
SH	SH600009	20060228	20060630	20060821	0.15	0	0	0
SH	SH600009	20060830	20061116	20061207	0.1	0	0	0
SH	SH600009	20070316	20070629	20070822	0.15	0	0	0
SH	SH600009	20080328	20080618	20080730	0.1	0	0	0
SH	SH600009	20090228	20090627	20090805	0.05	0	0	0
SH	SH600009	20100227	20100629	20100804	0.05	0	0	0
SH	SH600009	20110226	20110701	20110812	0.1	0	0	0
SH	SH600009	20120229	20120629	20120813	0.6	0	0	0
SH	SH600009	20130302	20130629	20130816	0.37	0	0	0
SH	SH600010	20010411	20010512	20010622	0.1	0	0	0
SH	SH600010	20020328	20020511	20020620	0.1	0	0	0
SH	SH600010	20030220	20030327	20030416	0.15	0	0	0
SH	SH600010	20040226	20040401	20040608	0.25	0	0	0
SH	SH600010	20050820	20050929	20051114	0.2	0.5	0.5	1
SH	SH600010	20060418	20060525	20060711	0.08	0	0	0
SH	SH600010	20070308	20070413	20070612	0.055	0	0	0
SH	SH600010	20080418	20080509	20080612	0.1	0	0	0
SH	SH600010	20090416	20090521	20090714	0.05	0	0	0
SH	SH600010	20110326	20110503	20110629	0.012	0	0	0
SH	SH600010	20120229	20120414	20120517	0.03	0	0	0
SH	SH600010	20130418	20130531	20130723	0.01	0	0	0
SH	SH600010	20140308	20140401	20140516	0.01	0	0	0
SH	SH600011	20020313	20020516	20020620	0.3	0	0	0
SH	SH600011	20030313	20030529	20030620	0.34	0	0	0
SH	SH600011	20040317	20040512	20040524	0.5	0.5	0.5	1
SH	SH600011	20050316	20050512	20050622	0.25	0	0	0
SH	SH600011	20060329	20060614	20060623	0.25	0	0	0
SH	SH600011	20070404	20070523	20070604	0.28	0	0	0
SH	SH600011	20080326	20080514	20080613	0.3	0	0	0
SH	SH600011	20090401	20090619	20090701	0.1	0	0	0
SH	SH600011	20100324	20100623	20100706	0.21	0	0	0
SH	SH600011	20110330	20110518	20110623	0.2	0	0	0
SH	SH600011	20120321	20120613	20120628	0.05	0	0	0
SH	SH600011	20130320	20130620	20130704	0.21	0	0	0
SH	SH600012	20030424	20030611	20030711	0.03	0	0	0
SH	SH600012	20040312	20040428	20040618	0.06	0	0	0
SH	SH600012	20050318	20050523	20050715	0.1	0	0	0
SH	SH600012	20060424	20060619	20060718	0.28	0	0	0
SH	SH600012	20070326	20070514	20070626	0.25	0	0	0
SH	SH600012	20080331	20080526	20080625	0.2	0	0	0
SH	SH600012	20090309	20090427	20090602	0.23	0	0	0
SH	SH600012	20100407	20100531	20100621	0.2	0	0	0
SH	SH600012	20110314	20110503	20110614	0.21	0	0	0
SH	SH600012	20120328	20120526	20120716	0.21	0	0	0
SH	SH600012	20130325	20130517	20130624	0.2	0	0	0
SH	SH600015	20030916	20031017	20031104	0.223	0	0	0
SH	SH600015	20030916	20031017	20031104	0.13	0	0	0
SH	SH600015	20040329	20040429	20040521	0.01	0	0.2	0.2
SH	SH600015	20050419	20050520	20050602	0.1	0	0	0
SH	SH600015	20060217	20060321	20060331	0.11	0	0	0
SH	SH600015	20070314	20070404	20070417	0.11	0	0	0
SH	SH600015	20080318	20080408	20080506	0.11	0	0	0
SH	SH600015	20090421	20090512	20090616	0.13	0	0	0
SH	SH600015	20100326	20100419	20100520	0.13	0	0	0
SH	SH600015	20110326	20110416	20110421	0.2	0	0	0
SH	SH600015	20120327	20120418	20120518	0.25	0	0	0
SH	SH600015	20130426	20130619	20130724	0.47	0	0.3	0.3
SH	SH600015	20140418	20140523	20140710	0.435	0	0	0
SH	SH600016	20010331	20010522	20010531	0.2	0	0.3	0.3
SH	SH600016	20020425	20020528	20020619	0.07	0.15	0	0.15
SH	SH600016	20030128	20030301	20030414	0.06	0.2	0.1	0.3
SH	SH600016	20040227	20040330	20040419	0.12	0.2	0.15	0.35
SH	SH600016	20050224	20050329	20050418	0.07	0.2	0	0.2
SH	SH600016	20060228	20060401	20060417	0.05	0.15	0.25	0.4
SH	SH600016	20070319	20070410	20070611	0	0	0.19	0.19
SH	SH600016	20080304	20080325	20080407	0.05	0.2	0.1	0.3
SH	SH600016	20090423	20090516	20090526	0.08	0	0	0
SH	SH600016	20100420	20100619	20100715	0.05	0.2	0	0.2
SH	SH600016	20110326	20110527	20110609	0.1	0	0	0
SH	SH600016	20120323	20120616	20120626	0.3	0	0	0
SH	SH600016	20120824	0	20120903	0.15	0	0	0
SH	SH600016	20130329	20130618	20130627	0.15	0	0	0
SH	SH600016	20130829	0	20130910	0.158	0	0	0
SH	SH600016	20140329	20140611	20140625	0.1	0.2	0	0.2
SH	SH600017	20070124	20070301	20070323	0.15	0	0	0
SH	SH600017	20080318	20080408	20080522	0.1	0	0	0
SH	SH600017	20080821	20080913	20080924	0	0	1	1
SH	SH600017	20090217	20090327	20090518	0.05	0	0	0
SH	SH600017	20100803	20100820	20100916	0	0	0.5	0.5
SH	SH600017	20120427	20120518	20120615	0.06	0	0	0
SH	SH600017	20140318	20140416	20140519	0.04	0	0	0
SH	SH600018	20030225	20030329	20030410	0.4	0.3	0.7	1
SH	SH600018	20040218	20040515	20040713	0.15	0	0	0
SH	SH600018	20050318	20050419	20050613	0.3	0	0	0
SH	SH600018	20060216	20060324	20060515	0.36	0	0	0
SH	SH600018	20070410	20070516	20070622	0.076	0	0	0
SH	SH600018	20080331	20080422	20080612	0.085	0	0	0
SH	SH600018	20090403	20090525	20090622	0.102	0	0	0
SH	SH600018	20100327	20100511	20100702	0.094	0	0	0
SH	SH600018	20110421	20110521	20110714	0.108	0	0	0
SH	SH600018	20120328	20120519	20120711	0.118	0	0	0
SH	SH600018	20130327	20130608	20130724	0.134	0	0	0
SH	SH600019	20010315	20010508	20010612	0.05	0	0	0
SH	SH600019	20020309	20020429	20020619	0.125	0	0	0
SH	SH600019	20030210	20030425	20030618	0.2	0	0	0
SH	SH600019	20040228	20040429	20040621	0.25	0	0	0
SH	SH600019	20050315	20050509	20050613	0.32	0	0	0
SH	SH600019	20060329	20060518	20060525	0.32	0	0	0
SH	SH600019	20070331	20070427	20070529	0.35	0	0	0
SH	SH600019	20080327	20080429	20080513	0.35	0	0	0
SH	SH600019	20090328	20090429	20090615	0.18	0	0	0
SH	SH600019	20100401	20100430	20100524	0.2	0	0	0
SH	SH600019	20110331	20110430	20110609	0.3	0	0	0
SH	SH600019	20120331	20120428	20120611	0.2	0	0	0
SH	SH600019	20130330	20130427	20130618	0.13832	0	0	0
SH	SH600019	20140329	20140501	20140630	0.1	0	0	0
SH	SH600020	20040423	20040527	20040709	0.5	0	0	0
SH	SH600020	20050426	20050609	20050727	0.1	0	0	0
SH	SH600020	20060425	20060614	20060630	0.1	0.4	0.1	0.5
SH	SH600020	20070424	20070519	20070705	0	0.17	0	0.17
SH	SH600020	20080422	20080619	20080707	0.02	0.15	0	0.15
SH	SH600020	20090421	20090513	20090612	0.05	0.01	0	0.01
SH	SH600020	20100330	20100427	20100601	0.06	0	0	0
SH	SH600020	20110426	20110611	20110727	0.1	0	0	0
SH	SH600020	20120410	20120505	20120628	0.01	0.05	0	0.05
SH	SH600020	20130416	20130511	20130702	0.1	0	0	0
SH	SH600020	20140410	20140517	20140710	0.055	0	0	0
SH	SH600021	20040416	20040525	20040621	0.016	0	0	0
SH	SH600021	20050226	20050329	20050517	0.21	0	0	0
SH	SH600021	20060225	20060329	20060515	0.2	0	0	0
SH	SH600021	20070330	20070420	20070522	0.2	0	0	0
SH	SH600021	20080418	20080516	20080617	0	0	0.2	0.2
SH	SH600021	20110328	20110421	20110519	0.05	0	0	0
SH	SH600021	20120329	20120618	20120710	0.05	0	0	0
SH	SH600021	20130423	20130627	20130717	0.15	0	0	0
SH	SH600022	20050317	20050421	20050527	0.5	0	0	0
SH	SH600022	20060415	20060526	20060623	0.4	0.1	0.1	0.2
SH	SH600022	20070428	20070525	20070628	0.3	0.1	0.1	0.2
SH	SH600022	20080308	20080408	20080424	0.6	0	0	0
SH	SH600022	20090307	20090328	20090423	0.05	0	0.8	0.8
SH	SH600023	20140331	20140426	20140619	0.2	0	0.3	0.3
SH	SH600026	20030326	20030529	20030618	0.1	0	0	0
SH	SH600026	20040315	20040611	20040621	0.15	0	0	0
SH	SH600026	20050302	20050531	20050621	0.15	0	0	0
SH	SH600026	20060329	20060529	20060612	0.3	0	0	0
SH	SH600026	20070330	20070611	20070625	0.3	0	0	0
SH	SH600026	20080326	20080610	20080625	0.5	0	0	0
SH	SH600026	20090318	20090526	20090622	0.3	0	0	0
SH	SH600026	20100329	20100609	20100702	0.1	0	0	0
SH	SH600026	20110317	20110528	20110613	0.17	0	0	0
SH	SH600026	20120316	20120518	20120601	0.1	0	0	0
SH	SH600027	20050323	20050603	20050624	0.035	0	0	0
SH	SH600027	20060327	20060529	20060619	0.065	0	0	0
SH	SH600027	20070326	20070613	20070626	0.062	0	0	0
SH	SH600027	20080326	20080701	20080718	0.062	0	0	0
SH	SH600027	20100329	20100609	20100702	0.035	0	0	0
SH	SH600027	20130328	20130626	20130722	0.065	0	0	0
SH	SH600027	20140322	20140531	20140617	0.225	0	0	0
SH	SH600028	20020402	20020614	20020722	0.08	0	0	0
SH	SH600028	20020819	0	20020923	0.02	0	0	0
SH	SH600028	20030331	20030611	20030623	0.06	0	0	0
SH	SH600028	20030825	20030825	20030922	0.03	0	0	0
SH	SH600028	20040329	20040519	20040607	0.06	0	0	0
SH	SH600028	20040830	20040830	20040921	0.04	0	0	0
SH	SH600028	20050329	20050519	20050606	0.08	0	0	0
SH	SH600028	20050829	0	20050921	0.04	0	0	0
SH	SH600028	20060403	20060525	20060619	0.09	0	0	0
SH	SH600028	20060828	0	20060914	0.04	0	0	0
SH	SH600028	20070410	20070530	20070618	0.11	0	0	0
SH	SH600028	20070827	0	20070919	0.05	0	0	0
SH	SH600028	20080407	20080527	20080616	0.115	0	0	0
SH	SH600028	20080825	0	20080922	0.03	0	0	0
SH	SH600028	20090330	20090525	20090615	0.09	0	0	0
SH	SH600028	20090824	0	20090922	0.07	0	0	0
SH	SH600028	20100329	20100519	20100617	0.11	0	0	0
SH	SH600028	20100823	0	20100913	0.08	0	0	0
SH	SH600028	20110328	20110516	20110620	0.13	0	0	0
SH	SH600028	20110829	0	20110919	0.1	0	0	0
SH	SH600028	20120326	20120514	20120528	0.2	0	0	0
SH	SH600028	20120827	0	20120917	0.1	0	0	0
SH	SH600028	20130325	20130530	20130619	0.2	0.2	0.1	0.3
SH	SH600028	20130826	0	20130912	0.09	0	0	0
SH	SH600028	20140324	20140510	20140603	0.15	0	0	0
SH	SH600029	20080421	20080626	20080829	0	0	0.5	0.5
SH	SH600029	20120330	20120601	20120709	0.2	0	0	0
SH	SH600029	20130327	20130619	20130719	0.05	0	0	0
SH	SH600030	20030415	20030708	20030828	0.0037	0	0	0
SH	SH600030	20040329	20040429	20040611	0.11	0	0	0
SH	SH600030	20050420	20050524	20050715	0.05	0	0	0
SH	SH600030	20060329	20060513	20060704	0.12	0	0	0
SH	SH600030	20070316	20070410	20070521	0.2	0	0	0
SH	SH600030	20080317	20080411	20080424	0.5	0	1	1
SH	SH600030	20090430	20090526	20090611	0.5	0	0	0
SH	SH600030	20100331	20100427	20100624	0.5	0	0.5	0.5
SH	SH600030	20110409	20110430	20110616	0.5	0	0	0
SH	SH600030	20120330	20120621	20120802	0.43	0	0	0
SH	SH600030	20130328	20130621	20130808	0.3	0	0	0
SH	SH600031	20040318	20040421	20040511	0.5	0	0	0
SH	SH600031	20050415	20050531	20050630	0.2	0	1	1
SH	SH600031	20070308	20070330	20070423	0.2	0	1	1
SH	SH600031	20080425	20080624	20080710	0.05	0.2	0.3	0.5
SH	SH600031	20090421	20090523	20090626	0.18	0	0	0
SH	SH600031	20100426	20100521	20100624	0.16	0.2	0.3	0.5
SH	SH600031	20100823	20100930	20101022	0.13	1.1	0	1.1
SH	SH600031	20110318	20110411	20110422	0.06	0.5	0	0.5
SH	SH600031	20120329	20120627	20120808	0.3	0	0	0
SH	SH600031	20130427	20130629	20130822	0.25	0	0	0
SH	SH600033	20020326	20020516	20020627	0.12	0	0	0
SH	SH600033	20030227	20030410	20030430	0.05	0.2	0	0.2
SH	SH600033	20040305	20040513	20040603	0.15	0.2	0	0.2
SH	SH600033	20050330	20050524	20050616	0.35	0	0	0
SH	SH600033	20060329	20060520	20060601	0.35	0	0	0
SH	SH600033	20060815	20060902	20060919	0	0	0.5	0.5
SH	SH600033	20070414	20070627	20070705	0.25	0	0	0
SH	SH600033	20080202	20080227	20080417	0.25	0	0	0
SH	SH600033	20090311	20090408	20090521	0.15	0	0	0
SH	SH600033	20100317	20100520	20100617	0.1	0	0.5	0.5
SH	SH600033	20110421	20110616	20110808	0.1	0	0	0
SH	SH600033	20120421	20120523	20120611	0.1	0	0	0
SH	SH600033	20130412	20130509	20130614	0.1	0	0	0
SH	SH600033	20140412	20140509	20140620	0.1	0	0	0
SH	SH600035	20050428	20050531	20050616	0.065	0	0	0
SH	SH600035	20060425	20060527	20060713	0.07	0	0	0
SH	SH600035	20070428	20070601	20070719	0.12	0	0	0
SH	SH600035	20080412	20080529	20080722	0.16	0	0	0
SH	SH600035	20090416	20090516	20090707	0.13	0	0	0
SH	SH600035	20100422	20100514	20100706	0.08	0	0	0
SH	SH600035	20110419	20110701	20110818	0.08	0	0	0
SH	SH600035	20120412	20120512	20120705	0.08	0	0	0
SH	SH600035	20130427	20130601	20130731	0.07	0	0	0
SH	SH600035	20140326	20140426	20140514	0.09	0	0.3	0.3
SH	SH600036	20030418	20030527	20030716	0.12	0	0	0
SH	SH600036	20040218	20040320	20040511	0.092	0	0.2	0.2
SH	SH600036	20050331	20050518	20050620	0.11	0	0.5	0.5
SH	SH600036	20060412	20060517	20060616	0.08	0	0	0
SH	SH600036	20060720	20060822	20060921	0.18	0	0	0
SH	SH600036	20070417	20070618	20070704	0.12	0	0	0
SH	SH600036	20080319	20080628	20080728	0.28	0	0	0
SH	SH600036	20090425	20090620	20090703	0.1	0.3	0	0.3
SH	SH600036	20100414	20100624	20100701	0.21	0	0	0
SH	SH600036	20110401	20110531	20110610	0.29	0	0	0
SH	SH600036	20120329	20120531	20120607	0.42	0	0	0
SH	SH600036	20130329	20130601	20130613	0.63	0	0	0
SH	SH600036	20140329	20140701	20140711	0.62	0	0	0
SH	SH600037	20010307	20010626	20010710	0.1	0	0	0
SH	SH600037	20020321	20020518	20020708	0.25	0	0	0
SH	SH600037	20020801	20020924	20021015	0	0	0.3	0.3
SH	SH600037	20030306	20030613	20030723	0.15	0	0	0
SH	SH600037	20040213	20040514	20040621	0.15	0	0	0
SH	SH600037	20040831	20041012	20041209	0.3	0	0	0
SH	SH600037	20050406	20050514	20050704	0.15	0	0	0
SH	SH600037	20050816	20050917	20050930	0	0	0.6	0.6
SH	SH600037	20060315	20060614	20060629	0.3	0	0	0
SH	SH600037	20070329	20070420	20070510	0.1	0	0.6	0.6
SH	SH600037	20090429	20090601	20090618	0.15	0	0	0
SH	SH600037	20110416	20110507	20110614	0.1	0	0	0
SH	SH600037	20120414	20120505	20120528	0.1	0	0	0
SH	SH600037	20130413	20130509	20130628	0.1	0	0	0
SH	SH600038	20020304	20020430	20020516	0.1	0.2	0.4	0.6
SH	SH600038	20040406	20040518	20040714	0.1	0.3	0	0.3
SH	SH600038	20050406	20050513	20050706	0.1	0	0	0
SH	SH600038	20060712	20060731	20060822	0.337	0	0	0
SH	SH600038	20080412	20080516	20080707	0.1	0	0	0
SH	SH600038	20090410	20090605	20090714	0.1	0	0	0
SH	SH600038	20100412	20100528	20100712	0.1	0	0	0
SH	SH600038	20110330	20110519	20110711	0.1	0	0	0
SH	SH600038	20120328	20120619	20120813	0.1	0	0	0
SH	SH600038	20130326	20130523	20130614	0.16	0	0	0
SH	SH600039	20040410	20040514	20040608	0.05	0	0.2	0.2
SH	SH600039	20120328	20120418	20120515	0.1	0.15	0.65	0.8
SH	SH600039	20130328	20130424	20130618	0.15	0	0	0
SH	SH600039	20140328	20140423	20140526	0.05	0	0	0
SH	SH600048	20070213	20070309	20070402	0.03	0	1	1
SH	SH600048	20080205	20080303	20080311	0.07	0	1	1
SH	SH600048	20090218	20090311	20090430	0.132	0.3	0	0.3
SH	SH600048	20100204	20100303	20100427	0.1	0	0.3	0.3
SH	SH600048	20110301	20110323	20110517	0.213	0	0.3	0.3
SH	SH600048	20120406	20120427	20120618	0.215	0	0.2	0.2
SH	SH600048	20130326	20130417	20130603	0.232	0	0	0
SH	SH600048	20140401	20140422	20140522	0.294	0	0.5	0.5
SH	SH600050	20030402	20030513	20030616	0.0357	0	0	0
SH	SH600050	20040326	20040512	20040625	0.035	0	0	0
SH	SH600050	20050325	20050513	20050624	0.0325	0	0	0
SH	SH600050	20060324	20060515	20060623	0.0414	0	0	0
SH	SH600050	20070330	20070514	20070627	0.0672	0	0	0
SH	SH600050	20080328	20080517	20080630	0.0672	0	0	0
SH	SH600050	20090401	20090527	20090713	0.0672	0	0	0
SH	SH600050	20100325	20100513	20100622	0.0536	0	0	0
SH	SH600050	20110330	20110525	20110701	0.026	0	0	0
SH	SH600050	20120323	20120530	20120706	0.0335	0	0	0
SH	SH600050	20130322	20130522	20130701	0.0399	0	0	0
SH	SH600050	20140228	20140417	20140527	0.0534	0	0	0
SH	SH600051	19970429	19970602	19970609	0.2	0.4	0	0.4
SH	SH600051	19980227	19980409	19980415	0	0.8	0	0.8
SH	SH600051	19990413	19990519	19990625	0.1	0	0	0
SH	SH600051	20010406	20010518	20010628	0.11	0	0	0
SH	SH600051	20020322	20020426	20020620	0.1	0	0	0
SH	SH600051	20030315	20030423	20030603	0.1	0	0	0
SH	SH600051	20040319	20040423	20040617	0.16	0	0	0
SH	SH600051	20050315	20050423	20050609	0.1	0	0	0
SH	SH600051	20060321	20060422	20060615	0.02	0	0	0
SH	SH600051	20070327	20070421	20070614	0.5	0	0	0
SH	SH600051	20090326	20090422	20090610	0.2	0	0	0
SH	SH600051	20100316	20100420	20100609	0.15	0	0	0
SH	SH600051	20110322	20110423	20110609	0.15	0	0	0
SH	SH600051	20120327	20120419	20120530	0.1	0	0	0
SH	SH600051	20130326	20130424	20130613	0.1	0	0	0
SH	SH600051	20140325	20140426	20140513	0.16	0	0	0
SH	SH600052	19970429	19970624	19970707	0	0.25	0.55	0.8
SH	SH600052	19990130	19990304	19990513	0.1	0	0	0
SH	SH600052	20000418	20000519	20000525	0	0.3	0.2	0.5
SH	SH600052	20010220	20010403	20010529	0.1	0	0	0
SH	SH600052	20020416	20020601	20020723	0.114	0	0	0
SH	SH600052	20070306	20070326	20070412	0	0	0.2	0.2
SH	SH600052	20110409	20110518	20110624	0.05	0	0	0
SH	SH600052	20130423	20130515	20130702	0.03	0	0	0
SH	SH600052	20140318	20140409	20140526	0.04	0	0	0
SH	SH600053	19980324	19980430	19980506	0	0.2	0.1	0.3
SH	SH600053	20010309	20010411	20010530	0.1	0	0	0
SH	SH600053	20090307	20090418	20090512	0.05	0	0.2	0.2
SH	SH600053	20110322	20110416	20110609	0	0	0.2	0.2
SH	SH600053	20130416	20130529	20130619	0.02	0	0	0
SH	SH600053	20140415	20140516	20140709	0.02	0	0	0
SH	SH600054	19990410	19990512	19990622	0.2	0	0	0
SH	SH600054	19990831	19991016	19991214	0	0	0.3	0.3
SH	SH600054	20000226	20000328	20000526	0.146	0	0	0
SH	SH600054	20020405	20020510	20020628	0.03	0	0	0
SH	SH600054	20030419	20030528	20030709	0.02	0	0	0
SH	SH600054	20050420	20050527	20050623	0.1	0	0	0
SH	SH600054	20060428	20060615	20060703	0.085	0	0	0
SH	SH600054	20060818	20061014	20061102	0	0	0.5	0.5
SH	SH600054	20070127	20070228	20070416	0.14	0	0	0
SH	SH600054	20080421	20080627	20080814	0.145	0	0	0
SH	SH600054	20090409	20090526	20090714	0.1	0	0	0
SH	SH600054	20120426	20120616	20120727	0.14	0	0	0
SH	SH600054	20130426	20130518	20130710	0.03	0	0	0
SH	SH600054	20140327	20140424	20140519	0.04	0	0	0
SH	SH600055	19980219	19980324	19980407	0	0.3	0.7	1
SH	SH600055	19990305	19990429	19990622	0.15	0	0	0
SH	SH600055	20000321	20000516	20000606	0.1	0	0	0
SH	SH600055	20010320	20010421	20010518	0.2	0	0	0
SH	SH600055	20020320	20020521	20020620	0.1	0	0	0
SH	SH600055	20030311	20030523	20030623	0.1	0	0	0
SH	SH600055	20040316	20040427	20040614	0.12	0.1	0.2	0.3
SH	SH600055	20050316	20050419	20050613	0.08	0	0	0
SH	SH600055	20060418	20060627	20060810	0.05	0	0	0
SH	SH600055	20070407	20070428	20070620	0.05	0	0	0
SH	SH600055	20080328	20080426	20080606	0.0223	0.2	0.3	0.5
SH	SH600055	20090328	20090627	20090728	0.06	0	0	0
SH	SH600055	20100326	20100428	20100610	0.06	0	0	0
SH	SH600055	20110330	20110519	20110704	0.07	0	0	0
SH	SH600055	20130316	20130427	20130617	0.05	0	0	0
SH	SH600056	19980811	19980917	19981113	0.4	0	0	0
SH	SH600056	20000225	20000422	20000607	0.2	0	0	0
SH	SH600056	20010320	20010421	20010619	0.1	0	0	0
SH	SH600056	20020326	20020427	20020611	0.1	0	0	0
SH	SH600056	20030319	20030423	20030610	0.1	0	0.6	0.6
SH	SH600056	20040219	20040330	20040525	0.1	0	0	0
SH	SH600056	20060318	20060510	20060519	0.6	0	0	0
SH	SH600056	20080327	20080418	20080610	0.4	0	0	0
SH	SH600056	20100316	20100409	20100513	0.2	0.3	0	0.3
SH	SH600056	20110315	20110407	20110525	0.05	0	0	0
SH	SH600056	20120327	20120428	20120621	0.1	0	0	0
SH	SH600056	20130308	20130409	20130509	0.35	0	0	0
SH	SH600056	20140325	20140425	20140619	0.2873	1	0	1
SH	SH600057	19980717	19980818	19980824	0	0.5	0.2	0.7
SH	SH600057	19990726	19990902	19990908	0.124	0.5	0.3	0.8
SH	SH600057	20030327	20030513	20030602	0.38	0.2	0	0.2
SH	SH600057	20040327	20040528	20040611	0.32	0	0	0
SH	SH600058	19980320	19980425	19980529	0	0.3	0	0.3
SH	SH600058	20000318	20000526	20000720	0.3	0	0	0
